지점명,일시,평균기온(°C),평균최저기온(°C),평균최고기온(°C)
영월,1997,10.6,4.7,17.5
충주,1997,11.3,5.5,18.1
서산,1997,12.2,7.3,18.1
울진,1997,12.9,8.6,17.3
청주,1997,12.7,7.4,18.4
대전,1997,12.8,7.6,18.7
추풍령,1997,11.9,6.5,17.9
안동,1997,12.2,6.4,18.6
포항,1997,14.7,10.7,19.3
군산,1997,13,9.1,17.2
대구,1997,14.5,9.6,20.3
전주,1997,13.5,8.6,19.2
울산,1997,14.5,9.9,19.8
창원,1997,15.2,11.2,19.8
광주,1997,14.1,9.5,19.6
부산,1997,15.2,11.7,19.8
통영,1997,14.5,10.7,19
무안,1997,13.7,9.9,18.3
목포,1997,14.2,10.4,19.3
여수,1997,14.6,11.3,18.6
흑산도,1997,13.5,11.4,16.1
완도,1997,14.4,10.7,18.8
제주,1997,16.4,13.5,19.4
고산,1997,15.8,13.2,18.5
성산,1997,15.5,11.7,19.6
성산,1997,15.5,11.7,19.6
서귀포,1997,16.8,13.8,19.9
진주,1997,13.4,7.5,20.1
강화,1997,11.3,6.3,16.8
양평,1997,11.5,5.8,18.3
이천,1997,11.5,5.5,18.7
인제,1997,9.2,3.5,16.1
홍천,1997,10.9,4.8,18.4
태백,1997,8.5,3.1,14.4
제천,1997,9.6,3.3,16.7
보은,1997,10.7,4.7,17.7
천안,1997,12.1,6.6,18.7
보령,1997,12.6,8.1,17.6
부여,1997,12.4,6.7,19.1
금산,1997,11.3,5.1,18.9
부안,1997,13,8.2,18.8
임실,1997,11,5,18.2
정읍,1997,13.5,8.6,19.3
남원,1997,12.1,6.1,19.4
장수,1997,10.4,4.4,17.3
주암,1997,13.1,7.3,20.6
장흥,1997,12.9,7.1,19.3
해남,1997,13.8,8.4,19.4
고흥,1997,13.7,8.2,19.6
성산포,1997,15.5,11.7,19.6
봉화,1997,10.5,3.3,18.6
영주,1997,12,6.1,18.4
문경,1997,12.2,6.4,18.7
영덕,1997,12.9,8.2,18.2
의성,1997,11.2,4.2,19.4
구미,1997,13,6.9,20
영천,1997,12.5,6.1,19.5
거창,1997,12,5.6,19.5
합천,1997,12.9,6.7,20.4
밀양,1997,13.8,7.6,20.8
산청,1997,12.5,7,19.2
거제,1997,14.5,9.9,19.4
남해,1997,14.9,10.6,20
속초,1998,13,9.6,16.7
철원,1998,11.3,6.2,17
동두천,1998,12.1,7.2,18.1
대관령,1998,7.5,3.4,11.6
춘천,1998,12.2,7.2,18.3
강릉,1998,14.1,10.1,18.3
동해,1998,13.4,9.6,17.2
서울,1998,13.8,9.8,18.4
인천,1998,13.1,9.5,18
원주,1998,12.5,7.4,18.3
울릉도,1998,13.3,10.9,16.3
수원,1998,13.5,9.1,18.6
영월,1998,11.8,6.4,18
충주,1998,12.6,7.4,19
서산,1998,12.9,8.2,18
울진,1998,13.6,9.7,17.7
청주,1998,13.6,9,19
대전,1998,13.6,8.9,19.2
추풍령,1998,12.5,7.8,18
안동,1998,13,8,18.6
포항,1998,15.2,11.8,19.2
군산,1998,13.8,10.4,17.9
대구,1998,14.9,10.7,19.9
전주,1998,14.6,10.3,19.6
울산,1998,15.1,11.2,19.5
창원,1998,15.9,12.2,20.2
광주,1998,15,10.7,20.1
부산,1998,15.8,12.8,19.7
통영,1998,15.5,11.9,19.7
무안,1998,14.5,11,18.5
목포,1998,14.7,11.5,18.8
여수,1998,15.4,12.4,18.7
흑산도,1998,14.1,12.2,16.6
완도,1998,15.1,11.8,19.2
제주,1998,17,14.1,20
고산,1998,16.3,13.9,19.2
성산,1998,16.4,12.9,20.3
성산,1998,16.4,12.9,20.3
서귀포,1998,17.5,14.7,20.5
진주,1998,14.2,9.2,20.2
강화,1998,12,7.4,17.3
양평,1998,12.5,7.4,18.6
이천,1998,12,7,18
인제,1998,11,5.9,17.4
홍천,1998,11.7,6.3,18.7
태백,1998,9.5,4.7,14.9
제천,1998,11.2,5.6,17.7
보은,1998,11.8,6.4,18.1
천안,1998,12.3,7,18.3
보령,1998,13.6,9.5,18.4
부여,1998,13.4,8.3,19.7
금산,1998,12.2,6.8,18.9
부안,1998,13.5,8.8,19
임실,1998,11.7,6.4,18.2
정읍,1998,14.1,9.4,19.4
남원,1998,13.3,7.7,20.1
장수,1998,11.5,6.3,17.8
주암,1998,13.6,8.5,20.4
장흥,1998,13.9,9,19.6
해남,1998,14.5,9.8,19.8
고흥,1998,14.4,9.7,19.5
성산포,1998,16.4,12.9,20.3
봉화,1998,11,4.8,18.3
영주,1998,12.4,7.2,18.3
문경,1998,12.7,7.6,18.6
영덕,1998,13.6,9.3,18.3
의성,1998,12.1,6.1,19.4
구미,1998,13.7,8.5,19.8
영천,1998,13.2,7.7,19.3
거창,1998,12.6,6.9,19.4
합천,1998,13.9,8.3,20.7
밀양,1998,14.2,8.9,20.4
산청,1998,13.5,8.4,19.9
거제,1998,14.8,10.6,19.3
남해,1998,15,11.1,19.8
속초,1999,12.9,9.3,16.8
철원,1999,10.6,5.1,16.5
동두천,1999,11.5,6.5,17.5
대관령,1999,7,2.7,11.8
춘천,1999,11.4,6,17.8
강릉,1999,13.9,10,18.1
동해,1999,12.9,9,17.2
서울,1999,13.2,9,17.8
인천,1999,12.6,8.9,17.3
원주,1999,11.8,6.5,17.8
울릉도,1999,12.8,10.2,16.1
수원,1999,12.7,8.3,18
영월,1999,11.1,5.4,17.8
충주,1999,11.2,5.6,17.7
서산,1999,12.3,7.5,17.4
울진,1999,13,9,17.4
청주,1999,13.1,8.1,18.5
대전,1999,13,8.1,18.5
추풍령,1999,12,6.9,17.8
안동,1999,12.4,7,18.3
포항,1999,14.4,10.8,18.6
군산,1999,13.2,9.8,17.4
대구,1999,14.3,9.9,19.2
전주,1999,13.8,9.3,19.2
울산,1999,14.4,10.3,19
창원,1999,15.1,11.2,19.6
광주,1999,14.3,9.9,19.4
부산,1999,15,11.8,19.2
통영,1999,14.6,10.8,19
무안,1999,13.8,10.2,18.1
목포,1999,14.1,10.6,18.3
여수,1999,14.6,11.6,18.1
흑산도,1999,13.6,11.5,16.2
완도,1999,14.4,10.8,18.6
제주,1999,16,13.2,19.1
고산,1999,15.4,13.1,18.5
성산,1999,15.4,11.9,19.3
성산,1999,15.4,11.9,19.3
서귀포,1999,16.6,13.8,20
진주,1999,13.3,8,19.6
강화,1999,11.2,6.5,16.4
양평,1999,11.9,6.5,18.1
이천,1999,11.5,6.1,17.7
인제,1999,10.9,5.4,17.4
홍천,1999,10.5,4.7,17.7
태백,1999,9.1,4,14.7
제천,1999,10.3,4.1,17.2
보은,1999,11.7,5.9,18.2
천안,1999,11.5,6,17.6
보령,1999,12.9,8.7,17.5
부여,1999,13,7.5,19.5
금산,1999,11.7,6.1,18.5
부안,1999,12.5,7.6,18.2
임실,1999,10.8,5.2,17.3
정읍,1999,13.2,8.2,18.9
남원,1999,12.7,6.6,19.8
장수,1999,11,5.4,17.3
주암,1999,12.9,7.4,19.9
장흥,1999,13.2,8.2,18.9
해남,1999,14,9,19.5
고흥,1999,13.7,8.7,18.8
성산포,1999,15.4,11.9,19.3
봉화,1999,10.1,3.4,17.8
영주,1999,11.6,6,17.5
문경,1999,12,6.7,18
영덕,1999,12.7,8.3,17.5
의성,1999,11.6,5.1,19.1
구미,1999,13.1,7.7,19.2
영천,1999,12.4,6.8,18.7
거창,1999,11.8,5.8,18.5
합천,1999,13.1,7.4,19.9
밀양,1999,13.2,7.7,19.7
산청,1999,12.9,7.6,19.5
거제,1999,13.8,9.3,18.6
남해,1999,13.5,9,18.5
속초,2000,12,8.1,16
철원,2000,10.2,4.5,16.2
동두천,2000,11,5.7,17.1
대관령,2000,6.9,2.2,11.9
춘천,2000,11.1,5.7,17.4
강릉,2000,13.5,9.3,18.4
동해,2000,12.5,8.5,16.8
서울,2000,12.7,8.6,17.1
인천,2000,12.7,9.2,17.1
원주,2000,11.2,5.9,17.4
울릉도,2000,12.8,9.7,16.9
수원,2000,12.3,7.8,17.3
영월,2000,10.6,5,17.2
충주,2000,11.2,5.7,17.7
서산,2000,11.3,6.4,16.6
울진,2000,12.6,8.4,17.2
청주,2000,12.3,7.7,17.6
대전,2000,12.4,7.7,18.1
추풍령,2000,11.4,6.2,17.5
안동,2000,11.8,6.3,18.1
포항,2000,14.5,10.7,19.4
군산,2000,12.7,9.4,16.9
대구,2000,14.2,10,19
전주,2000,13.6,8.9,19.2
울산,2000,14.3,10.1,19.2
창원,2000,14.7,10.8,19.5
광주,2000,13.5,9,19
부산,2000,14.9,11.6,19.2
통영,2000,14.5,10.8,19.1
목포,2000,13.6,10,18.1
여수,2000,14.3,11.3,18.1
흑산도,2000,12.7,10.5,15.6
완도,2000,13.2,9.4,17.9
제주,2000,15.7,12.7,18.8
고산,2000,15.1,12.5,18.1
성산,2000,15.3,11.6,19.2
성산,2000,15.3,11.6,19.2
서귀포,2000,17.2,14.2,20.5
진주,2000,13.4,7.5,20.1
강화,2000,10.6,6.1,15.6
양평,2000,11.6,6.3,17.6
이천,2000,11.3,5.9,17.4
인제,2000,10.7,5.3,17
홍천,2000,10.5,5.1,17.4
태백,2000,9.1,3.9,14.8
제천,2000,9.9,4,16.6
보은,2000,11.1,5.6,17.6
천안,2000,11,5.5,17
보령,2000,12.5,8.3,17.3
부여,2000,12.3,6.9,18.9
금산,2000,11.2,5.5,18
부안,2000,12.3,7.4,18.1
임실,2000,10.4,4.6,17.2
정읍,2000,12.6,7.6,18.4
남원,2000,12.1,5.9,19.3
장수,2000,10.2,4.7,16.7
주암,2000,12.3,6.7,19.2
장흥,2000,12.7,7.4,18.7
해남,2000,13.6,8.3,19.3
고흥,2000,13.4,8.5,18.7
성산포,2000,15.3,11.6,19.2
봉화,2000,9.6,3.2,17.1
영주,2000,11.7,6.2,17.7
문경,2000,11.8,6.5,17.8
영덕,2000,12.6,8.1,17.5
의성,2000,11.4,4.7,19
구미,2000,12.8,7.6,19
영천,2000,12.8,7,19.3
거창,2000,11.6,5.6,18.5
합천,2000,13.2,7.5,20.1
밀양,2000,13.2,7.5,19.7
산청,2000,12.9,7.5,19.5
거제,2000,13.7,9.4,18.5
남해,2000,14,9.5,19.3
속초,2001,12.2,8.2,16.4
철원,2001,10,4,16.5
동두천,2001,10.8,5.2,17.7
대관령,2001,7.5,2.8,12.8
춘천,2001,11.1,5.4,17.8
백령도,2001,11,8.4,14.6
강릉,2001,13.4,9.4,18.2
동해,2001,12.6,8.6,16.9
서울,2001,12.8,8.9,17.3
인천,2001,12.8,9.3,17.5
원주,2001,11.5,6.1,17.8
울릉도,2001,12.6,9.9,16.4
수원,2001,12.1,7.7,17.1
영월,2001,10.4,4.5,17.2
충주,2001,11.7,6,18.1
서산,2001,11.8,6.7,17.5
울진,2001,13.1,8.9,17.8
청주,2001,12.9,8.1,18.3
대전,2001,13.1,8.2,18.8
추풍령,2001,11.9,6.2,18.3
안동,2001,11.7,6.1,18.1
포항,2001,14.9,11.1,19.6
군산,2001,13.3,10,17.5
대구,2001,14.8,10.5,19.8
전주,2001,13.9,9.2,19.5
울산,2001,14.6,10.5,19.4
창원,2001,15,11.5,19.3
광주,2001,13.8,9.4,19.4
부산,2001,15.3,12,20
통영,2001,14.8,11.1,19.4
목포,2001,13.9,10.3,18.3
여수,2001,14.8,11.9,18.6
흑산도,2001,13.5,11.2,16.3
완도,2001,13.5,9.6,18.3
제주,2001,16.1,13.2,19.3
고산,2001,15.6,12.9,18.9
성산,2001,14.8,11.2,18.6
성산,2001,14.8,11.2,18.6
서귀포,2001,17.4,14.4,20.8
진주,2001,13.4,7.5,20.3
강화,2001,10.8,6.1,16
양평,2001,11.6,6.1,17.9
이천,2001,11.1,5.5,17.6
인제,2001,10.5,4.9,17.2
홍천,2001,10.2,4.3,17.7
태백,2001,9.1,4,14.7
제천,2001,10,3.6,17.1
보은,2001,11.3,5.6,17.8
천안,2001,11.7,5.9,17.9
보령,2001,13.3,9.1,18.1
부여,2001,12.7,7.3,19.3
금산,2001,11.7,5.8,18.7
부안,2001,12.6,7.8,18.3
임실,2001,11.1,5.3,18.1
정읍,2001,13.1,8.2,18.9
남원,2001,12.5,6.6,19.4
장수,2001,10.3,4.6,16.9
주암,2001,12.4,7,19.6
장흥,2001,12.8,7.4,19
해남,2001,13.5,8.2,19.4
고흥,2001,13.8,8.9,19
성산포,2001,14.8,11.2,18.6
봉화,2001,9.4,2.9,16.9
영주,2001,11,5.3,17.2
문경,2001,11.7,6.3,17.9
영덕,2001,12.9,8.5,17.8
의성,2001,11,4.3,18.8
구미,2001,13,7.5,19.4
영천,2001,12.8,6.9,19.5
거창,2001,11.6,5.7,18.6
합천,2001,12.8,7.3,19.4
밀양,2001,13.3,7.6,19.9
산청,2001,12.8,7.6,19.4
거제,2001,13.9,9.7,18.5
남해,2001,14.1,9.7,19.3
속초,2002,12,8,16.3
철원,2002,10.1,4.5,16.1
동두천,2002,11.1,5.8,17.5
파주,2002,10.8,5.4,16.9
대관령,2002,7.5,2.9,12.7
춘천,2002,11.6,6.2,17.7
백령도,2002,10.9,8.2,14.4
강릉,2002,13.2,9.3,17.4
동해,2002,11.8,7.8,16.2
서울,2002,12.9,9.1,17.2
인천,2002,13.1,9.4,17.8
원주,2002,11.7,6.6,17.5
울릉도,2002,12.2,9.6,15.8
수원,2002,11.7,7.2,16.5
영월,2002,10.3,4.7,16.5
충주,2002,11.2,6,17
서산,2002,11.8,6.8,17.5
울진,2002,12.7,8.5,17.3
청주,2002,12.8,8.1,17.9
대전,2002,13.3,8.8,18.4
추풍령,2002,11.8,6.5,17.9
안동,2002,11.9,6.6,17.9
상주,2002,12.6,7.5,18.6
포항,2002,14.2,10.6,18.6
군산,2002,13.1,9.8,17.4
대구,2002,14.1,9.6,19.3
전주,2002,13.7,8.9,19.2
울산,2002,14.4,10.2,19.3
창원,2002,14.9,11.4,19.2
광주,2002,13.9,9.4,19.3
부산,2002,14.7,11.4,18.9
통영,2002,14.9,11.1,19.5
목포,2002,13.9,10.5,18
여수,2002,14.9,12.1,18.3
흑산도,2002,13.2,11,16.2
완도,2002,13.7,9.8,18.4
진도(첨찰산),2002,12.4,9.4,16.7
제주,2002,15.8,13.1,18.7
고산,2002,15.3,12.7,18.5
성산,2002,15.7,12.2,19.4
성산,2002,15.7,12.2,19.4
서귀포,2002,17.3,14.2,20.8
진주,2002,13.4,7.6,19.9
강화,2002,10.8,6.2,15.9
양평,2002,11.7,6.5,17.7
이천,2002,11.4,6,17.7
인제,2002,10.5,5.3,16.6
홍천,2002,10.2,4.6,16.9
태백,2002,8.9,4,14.3
제천,2002,10.4,4.6,16.8
보은,2002,11.2,5.8,17.3
천안,2002,11.8,6.3,17.7
보령,2002,12.8,8.9,17.4
부여,2002,12.2,7,18.4
금산,2002,11.9,6.3,18.5
부안,2002,12.9,8.4,18.4
임실,2002,11.2,5.6,17.8
정읍,2002,13.2,8.4,18.9
남원,2002,12.6,6.8,19.3
장수,2002,10.6,5.2,16.8
주암,2002,12.6,7.4,19.2
장흥,2002,12.8,7.6,18.8
해남,2002,12.8,7.6,18.6
고흥,2002,13.8,8.7,19.2
성산포,2002,15.7,12.2,19.4
봉화,2002,9.1,3,16
영주,2002,11,5.6,16.7
문경,2002,11.2,6.1,16.8
영덕,2002,12.3,7.9,17.1
의성,2002,10.8,4.4,18.1
구미,2002,13,7.8,19
영천,2002,12.5,6.8,18.8
거창,2002,12.1,6.3,18.9
합천,2002,13.3,7.6,20
밀양,2002,13.3,7.6,19.7
산청,2002,12.9,7.7,19.2
거제,2002,13.9,9.5,18.7
남해,2002,13.9,9.5,19
속초,2003,11.7,8,15.7
철원,2003,10,4.9,15.5
동두천,2003,11.1,6.1,17.3
파주,2003,10.9,5.6,16.9
대관령,2003,6.8,2.3,11.8
춘천,2003,11.3,6.4,17.3
백령도,2003,10.2,7.6,13.8
강릉,2003,12.7,9.2,16.6
동해,2003,11.8,8.2,15.8
서울,2003,12.8,9.2,17
인천,2003,12.5,9.1,17
원주,2003,11.7,6.6,17.5
울릉도,2003,12,9.5,15.6
수원,2003,12.3,7.9,17
영월,2003,10.3,5.1,16.6
충주,2003,11.6,6.6,17.3
서산,2003,12,7.1,17.5
울진,2003,12.5,8.7,16.9
청주,2003,12.7,8.2,17.6
대전,2003,13.2,8.9,18
추풍령,2003,11.5,6.8,17
안동,2003,11.6,6.6,17.4
상주,2003,12.4,7.7,17.9
포항,2003,14,10.6,18.1
군산,2003,12.6,9.3,17
대구,2003,13.8,9.6,18.5
전주,2003,13.4,9,18.5
울산,2003,14.3,10.3,19.1
창원,2003,14.8,11.5,19
광주,2003,13.6,9.5,18.4
부산,2003,14.3,11.2,18.5
통영,2003,15,11.5,19.6
목포,2003,13.8,10.6,17.7
여수,2003,14.5,11.9,17.8
흑산도,2003,13.1,11,15.7
완도,2003,13.9,10.2,18.3
진도(첨찰산),2003,11.6,8.7,15.8
제주,2003,15.7,13,19.1
고산,2003,15.3,12.8,18.2
성산,2003,16.5,13.2,20
성산,2003,16.5,13.2,20
서귀포,2003,17.4,14.4,20.9
진주,2003,13.2,7.9,19.4
강화,2003,11.1,6.6,16.1
양평,2003,11.7,6.9,17.5
이천,2003,11.5,6.4,17.4
인제,2003,10.1,5.1,16.2
홍천,2003,10.4,5.3,17
태백,2003,8.7,4,14
제천,2003,10.5,5,16.6
보은,2003,11.2,6.2,17.1
천안,2003,11.6,6.6,17.2
보령,2003,12.8,8.8,17.3
부여,2003,11.8,6.9,17.9
금산,2003,11.7,6.4,18
부안,2003,12.8,8.5,17.9
임실,2003,11.5,6.1,17.8
정읍,2003,12.9,8.4,18.2
남원,2003,12.5,7.2,18.9
장수,2003,10.5,5.2,16.5
주암,2003,12.4,7.6,18.7
장흥,2003,12.9,8.1,18.2
해남,2003,13.5,8.8,18.6
고흥,2003,13.2,8.5,18.3
성산포,2003,16.5,13.2,20
봉화,2003,9.2,3.4,15.9
영주,2003,11.3,6.1,17
문경,2003,11,6.3,16.4
영덕,2003,12,8.1,16.5
의성,2003,10.9,5.2,17.8
구미,2003,12.8,7.9,18.5
영천,2003,12.3,7.1,18.3
거창,2003,11.6,6.2,18.3
합천,2003,13.2,8.1,19.7
밀양,2003,13.3,8.2,19.5
산청,2003,12.8,8,18.8
거제,2003,13.7,9.7,18.4
남해,2003,14,9.9,18.9
속초,2004,13.2,9.1,17.6
철원,2004,10.3,4.7,16.4
동두천,2004,11.2,5.8,17.8
파주,2004,11,5.6,17.4
대관령,2004,7.8,3,13.3
춘천,2004,11.9,6.6,18.2
백령도,2004,11.7,8.9,15.3
강릉,2004,14.1,10.2,18.4
동해,2004,13.3,9.3,18
서울,2004,13.3,9.5,17.7
인천,2004,12.9,9.2,17.8
원주,2004,12.6,7.2,19
울릉도,2004,13.1,10.4,16.7
수원,2004,12.8,8.3,18
영월,2004,11.1,5.3,18
충주,2004,12.4,6.9,18.9
서산,2004,12.6,7.4,18.5
울진,2004,13.5,9.3,18.3
청주,2004,13.4,8.4,19
대전,2004,13.9,9.1,19.3
추풍령,2004,12.3,6.9,18.5
안동,2004,12.1,6.5,18.7
상주,2004,13,7.8,19.2
포항,2004,15.1,11.2,19.7
군산,2004,13.1,8.9,18.2
대구,2004,14.8,10.2,20.3
전주,2004,14.2,9.1,20
울산,2004,15.2,10.7,20.5
창원,2004,15.7,12,20.2
광주,2004,14.3,9.8,19.8
부산,2004,14.9,11.5,19.3
통영,2004,15.3,11.5,20
목포,2004,14,10.4,18.5
여수,2004,15,12,18.7
흑산도,2004,13.5,11.3,16.5
완도,2004,14.7,10.6,19.8
진도(첨찰산),2004,12.1,8.9,17.2
제주,2004,16.4,13.4,20
고산,2004,16.1,13.4,19.3
성산,2004,15.8,11.9,19.8
성산,2004,15.8,11.9,19.8
서귀포,2004,17.8,14.7,21.5
진주,2004,14,7.9,20.8
강화,2004,11.4,6.7,16.6
양평,2004,11.8,6.5,18.1
이천,2004,12,6.4,18.4
인제,2004,10.7,5.4,17.2
홍천,2004,10.9,5.4,17.9
태백,2004,9.6,4.5,15.1
제천,2004,10.7,4.8,17.5
보은,2004,11.6,5.9,18.3
천안,2004,12.3,6.7,18.6
보령,2004,12.9,8.5,17.9
부여,2004,12.7,7.2,19.3
금산,2004,12.1,6.2,19.2
부안,2004,13.2,8.5,18.6
임실,2004,11.8,5.8,18.9
정읍,2004,13.6,8.7,19.4
남원,2004,12.4,6.4,19.5
장수,2004,10.9,5.1,17.6
주암,2004,12.9,7.4,20.3
장흥,2004,13.3,7.8,19.4
해남,2004,13.9,8.4,19.7
고흥,2004,13.9,8.6,19.6
성산포,2004,15.8,11.9,19.8
봉화,2004,9.9,3.5,17.3
영주,2004,12,6.1,18.2
문경,2004,12,6.6,18
영덕,2004,13.6,8.8,18.8
의성,2004,11.8,5.4,19.5
구미,2004,13.6,8.2,20
영천,2004,13.2,7.1,20
거창,2004,12.3,6,19.8
합천,2004,14,8.1,21.2
밀양,2004,14.4,8.2,21.7
산청,2004,13.3,7.8,20.1
거제,2004,14.6,10.1,19.6
남해,2004,15.2,10.6,20.7
속초,2005,12,8.1,16.1
철원,2005,9.3,3.7,15.4
동두천,2005,10.3,5.1,16.9
파주,2005,10.3,4.8,16.5
대관령,2005,6.6,1.9,11.9
춘천,2005,11,5.8,17.2
백령도,2005,10.8,8.2,14.3
강릉,2005,12.9,9.1,17.2
동해,2005,12.1,8.2,16.5
서울,2005,12.1,8.4,16.4
인천,2005,12,8.3,17.1
원주,2005,11.5,6.3,17.4
울릉도,2005,12.2,9.6,15.6
수원,2005,12,7.7,16.9
영월,2005,10.4,4.8,17
충주,2005,11.2,5.9,17.2
서산,2005,11.5,6.7,17
울진,2005,12.4,8.3,17.1
청주,2005,12.5,7.8,17.8
대전,2005,12.4,7.8,17.5
추풍령,2005,11.4,6.4,17.1
안동,2005,11.3,5.9,17.4
상주,2005,12.2,7.3,18.1
포항,2005,14,10.2,18.6
군산,2005,12.5,8.4,17.3
대구,2005,14.2,9.8,19.5
전주,2005,13.3,8.6,18.7
울산,2005,14.3,10,19.4
창원,2005,14,10.4,18.5
광주,2005,13.6,9.4,18.7
부산,2005,13.8,10.5,18.1
통영,2005,13.7,10.2,18
목포,2005,13.5,10,17.7
여수,2005,13.7,10.9,17.3
흑산도,2005,12.8,10.6,15.7
완도,2005,13.9,10.2,18.6
진도(첨찰산),2005,11.2,8.1,16.1
제주,2005,16.2,13.5,19.3
고산,2005,15.4,12.9,18.4
성산,2005,15.3,11.7,19.2
성산,2005,15.3,11.7,19.2
서귀포,2005,16.2,13.2,19.7
진주,2005,13.3,7.6,19.8
강화,2005,10.7,6.2,15.8
양평,2005,11.3,6.3,17.2
이천,2005,11.6,6.2,17.7
인제,2005,10,4.6,16.2
홍천,2005,10.3,4.8,17
태백,2005,8.6,3.8,13.9
제천,2005,10.1,4.3,16.6
보은,2005,10.7,5.1,17.3
천안,2005,11.8,6.4,17.7
보령,2005,12.2,8.1,17
부여,2005,11.9,6.6,18.2
금산,2005,11.5,5.9,18.1
부안,2005,12.2,7.6,17.3
임실,2005,10.9,5.2,17.5
정읍,2005,12.8,8.2,18.3
남원,2005,12,6.1,18.8
장수,2005,10.2,4.6,16.3
주암,2005,12.1,6.9,18.9
장흥,2005,12.8,7.7,18.7
해남,2005,13.3,8.3,18.8
고흥,2005,13.2,8.5,18.4
성산포,2005,15.3,11.7,19.2
봉화,2005,9.4,3.1,16.4
영주,2005,11.4,6,17
문경,2005,11.1,6,16.9
영덕,2005,12.6,8,17.7
의성,2005,11.1,4.6,18.4
구미,2005,12.6,7.3,18.7
영천,2005,12.5,6.7,19
거창,2005,12.2,6.2,19.1
합천,2005,13.5,7.7,20.4
밀양,2005,13.2,7.2,20.2
산청,2005,12.6,7.6,18.7
거제,2005,14.1,9.9,18.8
남해,2005,13.6,9.4,18.6
속초,2006,11.9,8.3,16
철원,2006,10.4,5,16.5
동두천,2006,11.2,6.1,17.8
파주,2006,11.3,6.1,17.4
대관령,2006,6.9,2.4,12.1
춘천,2006,11.5,6.7,17.5
백령도,2006,11.2,8.4,14.8
강릉,2006,13.1,9.5,17.3
동해,2006,12.4,8.6,16.7
서울,2006,13,9.3,17.2
인천,2006,12.7,9.4,16.6
원주,2006,12.2,7.2,18.1
울릉도,2006,12.2,9.6,15.4
수원,2006,12.9,8.7,18
영월,2006,11.2,5.7,17.7
충주,2006,11.5,6.4,17.5
서산,2006,12.2,7.7,17
울진,2006,12.7,8.7,17.2
청주,2006,13.3,8.6,18.5
대전,2006,13.1,8.5,18.3
추풍령,2006,11.6,6.6,17.5
안동,2006,12.1,6.9,18
상주,2006,12.6,7.7,18.7
포항,2006,14.4,10.8,18.7
군산,2006,13.4,9.3,18.4
대구,2006,14.6,10.3,19.7
전주,2006,14.1,9.3,19.7
울산,2006,14.6,10.4,19.6
창원,2006,14.5,10.9,18.9
광주,2006,14.2,10,19.2
부산,2006,14.7,11.4,18.9
통영,2006,14.6,11.2,19
목포,2006,14.1,10.5,18.4
여수,2006,14.3,11.6,17.7
흑산도,2006,13.2,10.9,16.3
완도,2006,14.1,10.2,18.8
진도(첨찰산),2006,11.9,8.6,16.9
제주,2006,16.2,13.5,19.4
고산,2006,15.5,13,18.7
성산,2006,15.7,12.4,19
성산,2006,15.7,12.4,19
서귀포,2006,17.1,14.2,20.7
진주,2006,13.6,8.2,19.7
강화,2006,11.4,7,16.4
양평,2006,12.3,7.3,18.3
이천,2006,12.2,7.1,18
인제,2006,10.6,5.6,16.7
홍천,2006,11.1,6,17.7
태백,2006,8.9,4.3,14.2
제천,2006,11.1,5.9,17.3
보은,2006,11.6,6.3,17.8
천안,2006,11.5,6.3,17.3
보령,2006,12.8,8.5,17.6
부여,2006,12.8,7.4,19.2
금산,2006,12.1,6.9,18.5
부안,2006,13.6,9.1,18.8
임실,2006,11.4,5.8,18.4
정읍,2006,13.3,8.7,18.8
남원,2006,12.8,7.3,19.5
장수,2006,10.8,5.3,17.1
주암,2006,13,7.8,20
장흥,2006,13.2,8,19.4
해남,2006,13.3,8.3,19
고흥,2006,13.8,8.9,19.2
성산포,2006,15.7,12.4,19
봉화,2006,10,4.2,16.9
영주,2006,11.9,6.7,17.7
문경,2006,11.6,6.6,17.5
영덕,2006,13.2,8.8,18.2
의성,2006,11.9,5.8,19.1
구미,2006,13,7.9,19.1
영천,2006,12.7,7.1,19.2
거창,2006,12.6,6.9,19.5
합천,2006,13.8,8.3,20.5
밀양,2006,13.1,7.4,20
산청,2006,13.4,8.3,19.7
거제,2006,14.3,10.3,18.8
남해,2006,13.9,9.8,18.9
속초,2007,13,9.3,17.2
철원,2007,10.7,5.4,16.8
동두천,2007,11.5,6.6,18
파주,2007,11.3,6.1,17.4
대관령,2007,7.6,3.1,12.6
춘천,2007,11.7,6.9,17.6
백령도,2007,11.6,9.2,14.9
강릉,2007,13.9,10.2,18
동해,2007,13.3,9.5,17.7
서울,2007,13.3,9.7,17.5
인천,2007,12.9,9.9,16.5
원주,2007,12.4,7.7,18.2
울릉도,2007,13.4,11,16.6
수원,2007,12.9,8.6,17.8
영월,2007,11.5,6.3,17.7
충주,2007,12.1,7.1,18
서산,2007,12.4,8,17.3
울진,2007,13.7,9.6,18.5
청주,2007,13.7,9.3,18.8
대전,2007,13.3,8.9,18.4
추풍령,2007,11.8,7,17.5
안동,2007,12.6,7.5,18.7
상주,2007,12.7,7.9,18.7
포항,2007,14.7,11.1,19
군산,2007,13.3,9.5,17.9
대구,2007,15,10.7,20
전주,2007,14,9.5,19.3
울산,2007,15,10.8,19.9
창원,2007,14.8,11.2,19.4
광주,2007,14.6,10.6,19.6
부산,2007,15.3,12.4,19.1
통영,2007,15.4,11.9,19.8
목포,2007,14.5,11.2,18.5
여수,2007,14.6,12,17.8
흑산도,2007,13.5,11.3,16.5
